product_id,name,category,subcategory,unit_price,cost,price_outlier_db,sku,item_name,dept,list_price_usd,supplier_cost,in_stock_units,price_outlier_cat,_merge
207.0,Impact Haircare,Beauty & Health,Haircare,518.71,193.04,False,207.0,Impact Haircare,Beauty & Health,518.3505357718425,193.04,9.0,False,both
208.0,Series Skincare,Beauty & Health,Skincare,260.07,138.05,False,208.0,Series Skincare,Beauty & Health,258.1701289256751,138.05,61.0,False,both
209.0,Leg Skincare,Beauty & Health,Skincare,797.01,323.49,False,209.0,Leg Skincare,Beauty & Health,816.3223286573551,323.49,140.0,False,both
210.0,Me Haircare,Beauty & Health,Haircare,177.09,78.49,False,210.0,Me Haircare,Beauty & Health,185.67918242930813,78.49,234.0,False,both
211.0,Everyone Skincare,Beauty & Health,Skincare,943.9,390.53,False,211.0,Everyone Skincare,Beauty & Health,930.3826516057624,390.53,235.0,False,both
212.0,Another Personal Care,Beauty & Health,Personal Care,445.65,224.31,False,,,,,,,,left_only
213.0,Star Supplement,Beauty & Health,Supplements,111.83,82.05,False,213.0,Star Supplement,Beauty & Health,113.99777709858668,82.05,359.0,False,both
214.0,Safe Skincare,Beauty & Health,Skincare,304.46,229.66,False,214.0,Safe Skincare,Beauty & Health,307.43213467492745,229.66,496.0,False,both
215.0,Want Supplement,Beauty & Health,Supplements,501.1,260.54,False,,,,,,,,left_only
216.0,Effort Supplement,Beauty & Health,Supplements,492.92,345.22,False,216.0,Effort Supplement,Beauty & Health,513.4723991647747,345.22,11.0,False,both
217.0,Measure Skincare,Beauty & Health,Skincare,479.18,238.38,False,217.0,Measure Skincare,Beauty & Health,486.45974180922354,238.38,90.0,False,both
218.0,Month Supplement,Beauty & Health,Supplements,127.17,50.54,False,218.0,Month Supplement,Beauty & Health,128.2295218620424,50.54,455.0,False,both
219.0,Example Supplement,Beauty & Health,Supplements,211.99,100.68,False,219.0,Example Supplement,Beauty & Health,212.35217180601285,100.68,283.0,False,both
220.0,Run Skincare,Beauty & Health,Skincare,475.38,343.89,False,220.0,Run Skincare,Beauty & Health,471.1522630385807,343.89,207.0,False,both
221.0,Response Haircare,Beauty & Health,Haircare,704.75,279.27,False,221.0,Response Haircare,Beauty & Health,738.521701400346,279.27,292.0,False,both
222.0,Car Supplement,Beauty & Health,Supplements,264.61,137.96,False,222.0,Car Supplement,Beauty & Health,274.02241992413013,137.96,3.0,False,both
223.0,Sense Supplement,Beauty & Health,Supplements,57.85,32.82,False,223.0,Sense Supplement,Beauty & Health,58.8654264605062,32.82,492.0,False,both
224.0,Voice Skincare,Beauty & Health,Skincare,23.12,13.38,False,224.0,Voice Skincare,Beauty & Health,23.10873989596997,13.38,49.0,False,both
225.0,Discover Skincare,Beauty & Health,Skincare,939.11,348.19,False,225.0,Discover Skincare,Beauty & Health,960.5835774192838,348.19,129.0,False,both
226.0,Recognize Skincare,Beauty & Health,Skincare,211.98,146.93,False,226.0,Recognize Skincare,Beauty & Health,218.0682578959709,146.93,221.0,False,both
227.0,Daughter Supplement,Beauty & Health,Supplements,192.19,129.37,False,227.0,Daughter Supplement,Beauty & Health,195.60506438480573,129.37,301.0,False,both
228.0,Over Skincare,Beauty & Health,Skincare,162.75,94.91,False,228.0,Over Skincare,Beauty & Health,163.48990336524056,94.91,467.0,False,both
229.0,Thus Skincare,Beauty & Health,Skincare,690.53,325.2,False,229.0,Thus Skincare,Beauty & Health,691.5817408645145,325.2,383.0,False,both
230.0,Fight Supplement,Beauty & Health,Supplements,829.69,362.81,False,230.0,Fight Supplement,Beauty & Health,853.2213475453452,362.81,261.0,False,both
231.0,Food Personal Care,Beauty & Health,Personal Care,410.59,301.66,False,231.0,Food Personal Care,Beauty & Health,403.0149052256267,301.66,44.0,False,both
232.0,Partner Personal Care,Beauty & Health,Personal Care,71.83,39.91,False,232.0,Partner Personal Care,Beauty & Health,73.96191404153438,39.91,59.0,False,both
233.0,Say Haircare,Beauty & Health,Haircare,82.49,30.29,False,233.0,Say Haircare,Beauty & Health,85.11124672630197,30.29,106.0,False,both
234.0,House Skincare,Beauty & Health,Skincare,486.72,356.89,False,234.0,House Skincare,Beauty & Health,496.8041706457723,356.89,422.0,False,both
235.0,Training Personal Care,Beauty & Health,Personal Care,370.09,218.16,False,235.0,Training Personal Care,Beauty & Health,370.7166499339401,218.16,477.0,False,both
236.0,Down Haircare,Beauty & Health,Haircare,55.21,35.56,False,236.0,Down Haircare,Beauty & Health,57.25206353686829,35.56,218.0,False,both
237.0,Against Skincare,Beauty & Health,Skincare,335.88,253.44,False,,,,,,,,left_only
238.0,Able Haircare,Beauty & Health,Haircare,192.17,70.24,False,238.0,Able Haircare,Beauty & Health,195.33138217899543,70.24,35.0,False,both
239.0,Increase Haircare,Beauty & Health,Haircare,517.8,395.89,False,239.0,Increase Haircare,Beauty & Health,513.2767911914649,395.89,386.0,False,both
240.0,Military Supplement,Beauty & Health,Supplements,555.47,231.95,False,240.0,Military Supplement,Beauty & Health,559.5904549138015,231.95,223.0,False,both
241.0,Low Personal Care,Beauty & Health,Personal Care,306.12,220.38,False,241.0,Low Personal Care,Beauty & Health,314.02009751372174,220.38,398.0,False,both
242.0,Huge Personal Care,Beauty & Health,Personal Care,166.1,79.41,False,242.0,Huge Personal Care,Beauty & Health,166.72082330629962,79.41,281.0,False,both
243.0,Son Personal Care,Beauty & Health,Personal Care,746.93,389.57,False,243.0,Son Personal Care,Beauty & Health,743.2310142920069,389.57,467.0,False,both
244.0,Thus Supplement,Beauty & Health,Supplements,263.25,101.87,False,244.0,Thus Supplement,Beauty & Health,263.59553596437144,101.87,58.0,False,both
245.0,Throughout Personal Care,Beauty & Health,Personal Care,7029.660930838486,104.23,True,245.0,Throughout Personal Care,Beauty & Health,7417.682708543711,104.23,354.0,True,both
246.0,Close Personal Care,Beauty & Health,Personal Care,574.84,237.52,False,246.0,Close Personal Care,Beauty & Health,586.1040411956446,237.52,339.0,False,both
247.0,Good Haircare,Beauty & Health,Haircare,708.26,326.34,False,247.0,Good Haircare,Beauty & Health,720.4388418401803,326.34,359.0,False,both
248.0,Generation Haircare,Beauty & Health,Haircare,75.61,55.58,False,248.0,Generation Haircare,Beauty & Health,77.34200073942078,55.58,137.0,False,both
249.0,Across Skincare,Beauty & Health,Skincare,682.27,293.31,False,249.0,Across Skincare,Beauty & Health,700.1897679804321,293.31,129.0,False,both
250.0,Discover Haircare,Beauty & Health,Haircare,7029.660930838486,112.79,True,250.0,Discover Haircare,Beauty & Health,7417.682708543711,112.79,245.0,True,both
251.0,College Fiction,Books & Media,Fiction,439.11,332.5,False,251.0,College Fiction,Books & Media,438.5662037766304,332.5,34.0,False,both
252.0,Property Non-Fiction,Books & Media,Non-Fiction,274.43,180.49,False,252.0,Property Non-Fiction,Books & Media,284.53816276634205,180.49,443.0,False,both
253.0,Happen Fiction,Books & Media,Fiction,621.95,347.91,False,253.0,Happen Fiction,Books & Media,611.3149295885618,347.91,232.0,False,both
254.0,Them Children,Books & Media,Children,286.86,179.03,False,254.0,Them Children,Books & Media,294.01053130998105,179.03,261.0,False,both
255.0,Activity Non-Fiction,Books & Media,Non-Fiction,249.2,157.52,False,255.0,Activity Non-Fiction,Books & Media,254.3217637255217,157.52,198.0,False,both
256.0,Baby Non-Fiction,Books & Media,Non-Fiction,537.93,197.5,False,256.0,Baby Non-Fiction,Books & Media,528.6649475061615,197.5,114.0,False,both
257.0,Minute Children,Books & Media,Children,8.4,4.21,False,257.0,Minute Children,Books & Media,8.447087065071797,4.21,434.0,False,both
258.0,Difference Fiction,Books & Media,Fiction,626.09,300.08,False,258.0,Difference Fiction,Books & Media,623.0426170675411,300.08,413.0,False,both
259.0,Hundred Fiction,Books & Media,Fiction,533.22,352.88,False,,,,,,,,left_only
260.0,Form Media,Books & Media,Media,619.66,308.31,False,260.0,Form Media,Books & Media,620.0114628451765,308.31,185.0,False,both
261.0,Especially Fiction,Books & Media,Fiction,429.63,235.83,False,261.0,Especially Fiction,Books & Media,430.3677909367672,235.83,54.0,False,both
262.0,Case Media,Books & Media,Media,214.85,82.77,False,,,,,,,,left_only
263.0,Way Media,Books & Media,Media,222.36,110.05,False,,,,,,,,left_only
264.0,Include Non-Fiction,Books & Media,Non-Fiction,16.2,9.81,False,264.0,Include Non-Fiction,Books & Media,16.132979784023618,9.81,91.0,False,both
265.0,Create Non-Fiction,Books & Media,Non-Fiction,839.64,394.64,False,265.0,Create Non-Fiction,Books & Media,835.8181286920219,394.64,321.0,False,both
266.0,Feeling Non-Fiction,Books & Media,Non-Fiction,110.99,46.6,False,266.0,Feeling Non-Fiction,Books & Media,115.11271864828234,46.6,198.0,False,both
267.0,Born Fiction,Books & Media,Fiction,253.7,110.91,False,267.0,Born Fiction,Books & Media,251.73942900308705,110.91,371.0,False,both
268.0,Machine Media,Books & Media,Media,23.79,11.06,False,268.0,Machine Media,Books & Media,24.40864114838546,11.06,214.0,False,both
269.0,Note Non-Fiction,Books & Media,Non-Fiction,603.81,359.81,False,269.0,Note Non-Fiction,Books & Media,609.6404696459401,359.81,404.0,False,both
270.0,Environmental Non-Fiction,Books & Media,Non-Fiction,7029.660930838486,252.13,True,270.0,Environmental Non-Fiction,Books & Media,7417.682708543711,252.13,16.0,True,both
271.0,Create Children,Books & Media,Children,756.22,308.09,False,271.0,Create Children,Books & Media,791.2298781171068,308.09,283.0,False,both
272.0,Pass Children,Books & Media,Children,5.69,3.58,False,272.0,Pass Children,Books & Media,5.65764802339789,3.58,422.0,False,both
273.0,Ask Children,Books & Media,Children,560.24,289.19,False,273.0,Ask Children,Books & Media,553.4804706099255,289.19,85.0,False,both
274.0,Product Children,Books & Media,Children,528.78,235.72,False,274.0,Product Children,Books & Media,522.1918350771778,235.72,27.0,False,both
275.0,Culture Children,Books & Media,Children,82.62,41.15,False,275.0,Culture Children,Books & Media,84.89791709102369,41.15,221.0,False,both
276.0,Recently Non-Fiction,Books & Media,Non-Fiction,341.21,131.91,False,276.0,Recently Non-Fiction,Books & Media,353.5896928579121,131.91,370.0,False,both
277.0,Your Non-Fiction,Books & Media,Non-Fiction,437.32,214.4,False,,,,,,,,left_only
278.0,Page Fiction,Books & Media,Fiction,402.71,276.82,False,278.0,Page Fiction,Books & Media,402.72249780617807,276.82,176.0,False,both
279.0,Scientist Non-Fiction,Books & Media,Non-Fiction,226.81,166.06,False,279.0,Scientist Non-Fiction,Books & Media,236.71835430036407,166.06,209.0,False,both
280.0,Start Fiction,Books & Media,Fiction,121.8,43.74,False,280.0,Start Fiction,Books & Media,127.77174788694585,43.74,336.0,False,both
281.0,Citizen Non-Fiction,Books & Media,Non-Fiction,146.98,90.63,False,281.0,Citizen Non-Fiction,Books & Media,152.74051616118035,90.63,59.0,False,both
282.0,Discuss Fiction,Books & Media,Fiction,280.61,104.81,False,,,,,,,,left_only
283.0,Strategy Children,Books & Media,Children,680.49,258.28,False,283.0,Strategy Children,Books & Media,694.5366441600112,258.28,194.0,False,both
284.0,Do Fiction,Books & Media,Fiction,228.9,138.3,False,284.0,Do Fiction,Books & Media,231.57130743870235,138.3,303.0,False,both
285.0,Foot Children,Books & Media,Children,667.54,317.07,False,285.0,Foot Children,Books & Media,694.8886446208359,317.07,124.0,False,both
286.0,Give Non-Fiction,Books & Media,Non-Fiction,47.93,20.54,False,286.0,Give Non-Fiction,Books & Media,47.44226211581361,20.54,157.0,False,both
287.0,Total Fiction,Books & Media,Fiction,754.14,370.71,False,287.0,Total Fiction,Books & Media,752.1836547217557,370.71,336.0,False,both
288.0,Beyond Media,Books & Media,Media,515.26,355.32,False,288.0,Beyond Media,Books & Media,540.4669826600391,355.32,161.0,False,both
289.0,Available Non-Fiction,Books & Media,Non-Fiction,635.36,370.15,False,289.0,Available Non-Fiction,Books & Media,656.2244440909111,370.15,28.0,False,both
290.0,Administration Children,Books & Media,Children,908.96,374.06,False,290.0,Administration Children,Books & Media,913.953030157746,374.06,97.0,False,both
291.0,Since Non-Fiction,Books & Media,Non-Fiction,19.78,13.68,False,291.0,Since Non-Fiction,Books & Media,19.91295960666735,13.68,281.0,False,both
292.0,Store Fiction,Books & Media,Fiction,425.68,267.92,False,292.0,Store Fiction,Books & Media,433.5011503369727,267.92,196.0,False,both
293.0,Almost Non-Fiction,Books & Media,Non-Fiction,709.48,295.78,False,293.0,Almost Non-Fiction,Books & Media,718.9819433090704,295.78,305.0,False,both
294.0,Owner Non-Fiction,Books & Media,Non-Fiction,141.94,81.46,False,,,,,,,,left_only
295.0,Among Media,Books & Media,Media,139.02,92.57,False,295.0,Among Media,Books & Media,144.66394724894755,92.57,365.0,False,both
296.0,Question Non-Fiction,Books & Media,Non-Fiction,361.73,148.56,False,,,,,,,,left_only
297.0,Want Media,Books & Media,Media,89.43,64.11,False,297.0,Want Media,Books & Media,90.7301362239451,64.11,423.0,False,both
298.0,Wait Media,Books & Media,Media,238.39,153.1,False,298.0,Wait Media,Books & Media,238.58870455995967,153.1,281.0,False,both
299.0,Know Non-Fiction,Books & Media,Non-Fiction,725.08,274.72,False,299.0,Know Non-Fiction,Books & Media,760.083079620278,274.72,85.0,False,both
300.0,Those Non-Fiction,Books & Media,Non-Fiction,133.29,87.08,False,300.0,Those Non-Fiction,Books & Media,133.26256617897812,87.08,0.0,False,both
,,,,,,,9000.0,Small Prototype,Books & Media,38.48,34.07,16.0,False,right_only
,,,,,,,9001.0,Standard Prototype,Beauty & Health,97.52,140.67,50.0,False,right_only
,,,,,,,9002.0,Executive Prototype,Apparel,47.71,103.54,31.0,False,right_only
,,,,,,,9003.0,Task Prototype,Sports & Outdoors,121.02,94.13,30.0,False,right_only
,,,,,,,9004.0,Growth Prototype,Beauty & Health,75.01,68.96,8.0,False,right_only
,,,,,,,9005.0,Suddenly Prototype,Home & Kitchen,174.9,72.38,46.0,False,right_only
,,,,,,,9006.0,Individual Prototype,Apparel,288.34,131.09,11.0,False,right_only
,,,,,,,9007.0,Leader Prototype,Sports & Outdoors,107.98,61.73,24.0,False,right_only
,,,,,,,9008.0,Sign Prototype,Electronics,274.14,91.39,4.0,False,right_only
,,,,,,,9009.0,Trial Prototype,Electronics,141.54,132.01,49.0,False,right_only
,,,,,,,9010.0,Attention Prototype,Beauty & Health,157.72,14.75,35.0,False,right_only
,,,,,,,9011.0,Boy Prototype,Sports & Outdoors,38.5,35.74,33.0,False,right_only
