customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
493,141.0,3.0,954.6665,3,2,1,6,At Risk
494,9.0,6.0,3653.0355000000004,5,5,3,13,Champions
495,60.0,6.0,8152.523499999999,4,5,5,14,Champions
496,82.0,3.0,2727.0365,4,2,2,8,Potential
497,292.0,3.0,716.26,2,2,1,5,At Risk
498,45.0,3.0,13064.44,5,2,5,12,Loyal
500,23.0,3.0,3423.1035,5,2,3,10,Loyal
501,287.0,6.0,8070.123,2,5,5,12,Loyal
502,577.0,2.0,585.96,1,1,1,3,Lost
503,683.0,1.0,826.141,1,1,1,3,Lost
504,195.0,5.0,5713.124,3,4,4,11,Loyal
505,111.0,3.0,2483.32,3,2,2,7,Potential
506,190.0,3.0,4865.5985,3,2,4,9,Potential
507,377.0,3.0,4882.189,1,2,4,7,Potential
508,53.0,1.0,226.692,4,1,1,6,At Risk
509,1003.0,1.0,216.144,1,1,1,3,Lost
510,122.0,4.0,3917.785999999999,3,3,3,9,Potential
511,128.0,2.0,2330.545,3,1,2,6,At Risk
512,217.0,2.0,2948.531,2,1,2,5,At Risk
513,323.0,7.0,5753.3795,2,5,4,11,Loyal
514,176.0,5.0,1927.9015,3,4,2,9,Potential
515,47.0,5.0,5744.558999999999,4,4,4,12,Loyal
516,255.0,4.0,3224.092,2,3,3,8,Potential
517,23.0,2.0,1316.6395000000002,5,1,1,7,Potential
518,54.0,2.0,3450.6215,4,1,3,8,Potential
519,549.0,4.0,27699.371,1,3,5,9,Potential
520,109.0,4.0,4127.464,3,3,3,9,Potential
521,181.0,4.0,6644.105,3,3,4,10,Loyal
522,590.0,2.0,11111.931,1,1,5,7,Potential
523,157.0,6.0,6454.728999999999,3,5,4,12,Loyal
524,416.0,2.0,1369.8894999999998,1,1,1,3,Lost
525,120.0,4.0,4663.359,3,3,4,10,Loyal
526,190.0,3.0,7527.402499999999,3,2,5,10,Loyal
527,501.0,4.0,3120.375,1,3,3,7,Potential
528,40.0,7.0,74392.75,5,5,5,15,Champions
529,14.0,3.0,4438.6995,5,2,4,11,Loyal
530,7.0,4.0,3361.7445,5,3,3,11,Loyal
531,408.0,3.0,5176.8695,1,2,4,7,Potential
532,30.0,10.0,9251.322,5,5,5,15,Champions
533,474.0,2.0,659.9200000000001,1,1,1,3,Lost
534,5.0,3.0,2506.1915,5,2,2,9,Potential
535,175.0,2.0,484.47200000000004,3,1,1,5,At Risk
536,302.0,2.0,287.06,2,1,1,4,Lost
537,331.0,2.0,2758.0924999999997,2,1,2,5,At Risk
538,128.0,2.0,1756.3984999999998,3,1,1,5,At Risk
539,344.0,2.0,1547.969,2,1,1,4,Lost
540,108.0,7.0,7009.4495,3,5,5,13,Champions
541,34.0,6.0,5207.504,5,5,4,14,Champions
542,408.0,3.0,4284.4395,1,2,3,6,At Risk
543,63.0,4.0,2450.2309999999998,4,3,2,9,Potential
544,247.0,3.0,2390.353,2,2,2,6,At Risk
545,65.0,5.0,6324.137,4,4,4,12,Loyal
546,381.0,5.0,5326.315,1,4,4,9,Potential
547,305.0,2.0,4325.1255,2,1,3,6,At Risk
548,58.0,5.0,6839.489000000001,4,4,5,13,Champions
549,1025.0,1.0,1961.2999999999997,1,1,2,4,Lost
550,43.0,2.0,1735.56,5,1,1,7,Potential
551,297.0,4.0,4334.386,2,3,3,8,Potential
552,757.0,4.0,4284.075,1,3,3,7,Potential
553,216.0,2.0,3146.401,2,1,3,6,At Risk
555,83.0,3.0,3339.601,4,2,3,9,Potential
556,267.0,5.0,8006.934000000001,2,4,5,11,Loyal
557,143.0,4.0,2558.3534999999997,3,3,2,8,Potential
558,94.0,6.0,12800.842,4,5,5,14,Champions
559,183.0,4.0,1693.4425,3,3,1,7,Potential
560,282.0,3.0,1967.818,2,2,2,6,At Risk
561,4.0,6.0,14476.851000000004,5,5,5,15,Champions
562,152.0,4.0,2408.1015,3,3,2,8,Potential
563,15.0,4.0,1978.4345000000003,5,3,2,10,Loyal
564,474.0,4.0,2494.3379999999997,1,3,2,6,At Risk
565,274.0,1.0,3158.2045,2,1,3,6,At Risk
566,753.0,2.0,15506.2525,1,1,5,7,Potential
567,25.0,4.0,2164.0265,5,3,2,10,Loyal
568,47.0,5.0,3604.8475,4,4,3,11,Loyal
569,160.0,3.0,2593.7129999999997,3,2,2,7,Potential
570,216.0,3.0,5098.486,2,2,4,8,Potential
571,157.0,5.0,4608.3255,3,4,4,11,Loyal
572,242.0,5.0,5675.5155,2,4,4,10,Loyal
573,49.0,5.0,8823.303,4,4,5,13,Champions
574,599.0,6.0,8754.2035,1,5,5,11,Loyal
575,213.0,3.0,3065.2839999999997,2,2,2,6,At Risk
576,9.0,6.0,9164.504,5,5,5,15,Champions
577,133.0,8.0,17421.8285,3,5,5,13,Champions
578,36.0,3.0,3598.6964999999996,5,2,3,10,Loyal
579,70.0,5.0,6332.553500000001,4,4,4,12,Loyal
580,63.0,4.0,5826.6630000000005,4,3,4,11,Loyal
581,230.0,7.0,9120.388500000001,2,5,5,12,Loyal
582,30.0,6.0,3269.0899999999997,5,5,3,13,Champions
583,144.0,5.0,3151.4660000000003,3,4,3,10,Loyal
584,388.0,4.0,4262.937,1,3,3,7,Potential
585,15.0,3.0,1211.292,5,2,1,8,Potential
586,0.0,2.0,1962.093,5,1,2,8,Potential
587,1081.0,2.0,669.546,1,1,1,3,Lost
588,459.0,3.0,3414.7890000000007,1,2,3,6,At Risk
589,27.0,3.0,2365.9449999999997,5,2,2,9,Potential
590,480.0,2.0,771.37,1,1,1,3,Lost
591,195.0,6.0,8455.997,3,5,5,13,Champions
593,634.0,2.0,596.6800000000001,1,1,1,3,Lost
594,284.0,2.0,2617.2349999999997,2,1,2,5,At Risk
595,136.0,5.0,7056.849999999999,3,4,5,12,Loyal
596,952.0,1.0,422.44,1,1,1,3,Lost
597,38.0,7.0,6197.547999999999,5,5,4,14,Champions
598,432.0,2.0,5916.1775,1,1,4,6,At Risk
599,1028.0,1.0,110.42,1,1,1,3,Lost
600,46.0,1.0,2614.152,4,1,2,7,Potential
601,38.0,3.0,15312.003999999999,5,2,5,12,Loyal
602,419.0,3.0,2525.4055000000003,1,2,2,5,At Risk
603,108.0,3.0,2823.9700000000003,3,2,2,7,Potential
604,67.0,6.0,8143.7175,4,5,5,14,Champions
605,75.0,4.0,3699.6800000000003,4,3,3,10,Loyal
606,65.0,5.0,4181.6695,4,4,3,11,Loyal
607,36.0,3.0,2982.193,5,2,2,9,Potential
608,159.0,5.0,7453.293000000001,3,4,5,12,Loyal
609,585.0,2.0,918.4100000000001,1,1,1,3,Lost
610,143.0,2.0,2680.2889999999998,3,1,2,6,At Risk
611,5.0,5.0,146989.76699999996,5,4,5,14,Champions
612,139.0,4.0,4915.495999999999,3,3,4,10,Loyal
613,128.0,4.0,26730.34,3,3,5,11,Loyal
614,78.0,1.0,2172.885,4,1,2,7,Potential
615,391.0,2.0,3483.7949999999996,1,1,3,5,At Risk
616,865.0,1.0,1121.7525,1,1,1,3,Lost
617,46.0,7.0,8020.732,4,5,5,14,Champions
618,14.0,6.0,4236.4025,5,5,3,13,Champions
619,406.0,3.0,6444.031500000001,1,2,4,7,Potential
620,201.0,1.0,977.6890000000001,3,1,1,5,At Risk
621,41.0,3.0,1827.007,5,2,2,9,Potential
622,332.0,4.0,2517.3575,2,3,2,7,Potential
624,67.0,6.0,4194.0705,4,5,3,12,Loyal
625,196.0,2.0,1597.6544999999999,3,1,1,5,At Risk
626,77.0,4.0,6439.083500000001,4,3,4,11,Loyal
627,116.0,2.0,2588.21,3,1,2,6,At Risk
628,721.0,3.0,1876.028,1,2,2,5,At Risk
629,154.0,7.0,6553.567,3,5,4,12,Loyal
630,5.0,4.0,1678.024,5,3,1,9,Potential
631,15.0,4.0,3338.0775,5,3,3,11,Loyal
632,5.0,5.0,4164.0935,5,4,3,12,Loyal
633,13.0,2.0,3656.8644999999997,5,1,3,9,Potential
634,71.0,10.0,56334.09400000001,4,5,5,14,Champions
635,179.0,6.0,3477.5155,3,5,3,11,Loyal
636,532.0,1.0,396.98,1,1,1,3,Lost
637,238.0,1.0,652.5074999999999,2,1,1,4,Lost
638,100.0,5.0,5886.4529999999995,4,4,4,12,Loyal
639,124.0,4.0,3798.341,3,3,3,9,Potential
640,102.0,3.0,4585.393999999999,4,2,4,10,Loyal
641,93.0,5.0,6047.6685,4,4,4,12,Loyal
642,404.0,3.0,5225.4075,1,2,4,7,Potential
643,4.0,8.0,14490.079,5,5,5,15,Champions
644,102.0,5.0,4848.48,4,4,4,12,Loyal
645,220.0,6.0,4630.237499999999,2,5,4,11,Loyal
646,40.0,4.0,2784.038,5,3,2,10,Loyal
647,49.0,4.0,3507.4740000000006,4,3,3,10,Loyal
648,183.0,4.0,1446.69,3,3,1,7,Potential
649,626.0,4.0,3346.855,1,3,3,7,Potential
650,77.0,4.0,5291.639,4,3,4,11,Loyal
652,507.0,4.0,3195.594,1,3,3,7,Potential
653,145.0,4.0,2727.327,3,3,2,8,Potential
654,7.0,4.0,6336.2885,5,3,4,12,Loyal
655,91.0,5.0,3180.661,4,4,3,11,Loyal
656,52.0,7.0,6804.710999999999,4,5,5,14,Champions
657,161.0,5.0,7695.968500000001,3,4,5,12,Loyal
658,4.0,6.0,5332.227000000001,5,5,4,14,Champions
660,128.0,3.0,3385.06,3,2,3,8,Potential
661,308.0,2.0,4793.643,2,1,4,7,Potential
662,773.0,1.0,1583.9,1,1,1,3,Lost
663,44.0,4.0,2603.4629999999997,5,3,2,10,Loyal
664,279.0,2.0,1848.39,2,1,2,5,At Risk
665,47.0,4.0,4884.455500000001,4,3,4,11,Loyal
666,1048.0,1.0,223.074,1,1,1,3,Lost
667,127.0,1.0,797.13,3,1,1,5,At Risk
668,608.0,1.0,2406.945,1,1,2,4,Lost
669,819.0,1.0,1854.495,1,1,2,4,Lost
670,273.0,3.0,4080.371,2,2,3,7,Potential
671,316.0,4.0,4102.12,2,3,3,8,Potential
672,476.0,1.0,1068.692,1,1,1,3,Lost
673,325.0,5.0,3202.6144999999997,2,4,3,9,Potential
674,118.0,2.0,2760.7855,3,1,2,6,At Risk
675,210.0,3.0,3507.9465,2,2,3,7,Potential
676,91.0,1.0,839.64,4,1,1,6,At Risk
677,302.0,6.0,4753.732,2,5,4,11,Loyal
678,152.0,3.0,11671.932999999999,3,2,5,10,Loyal
679,224.0,4.0,5623.919000000001,2,3,4,9,Potential
680,80.0,4.0,4191.444,4,3,3,10,Loyal
681,29.0,4.0,5253.2339999999995,5,3,4,12,Loyal
682,23.0,7.0,2675.219,5,5,2,12,Loyal
683,570.0,2.0,1750.136,1,1,1,3,Lost
684,184.0,4.0,4144.099999999999,3,3,3,9,Potential
685,3.0,6.0,8244.8365,5,5,5,15,Champions
686,13.0,7.0,7801.1925,5,5,5,15,Champions
687,112.0,4.0,2701.266,3,3,2,8,Potential
688,98.0,4.0,2945.0615,4,3,2,9,Potential
689,281.0,3.0,108395.8575,2,2,5,9,Potential
690,150.0,1.0,1777.9274999999998,3,1,1,5,At Risk
691,110.0,8.0,11486.203,3,5,5,13,Champions
692,114.0,4.0,2431.5215,3,3,2,8,Potential
693,67.0,5.0,3636.9440000000004,4,4,3,11,Loyal
694,91.0,3.0,1939.1799999999998,4,2,2,8,Potential
695,108.0,2.0,374.68,3,1,1,5,At Risk
696,22.0,5.0,5668.1485,5,4,4,13,Champions
697,133.0,2.0,2588.5245,3,1,2,6,At Risk
698,372.0,2.0,1470.2275,1,1,1,3,Lost
699,194.0,5.0,3472.5949999999993,3,4,3,10,Loyal
700,68.0,1.0,646.649,4,1,1,6,At Risk
701,75.0,3.0,595.8565,4,2,1,7,Potential
702,102.0,5.0,4568.0815,4,4,4,12,Loyal
703,127.0,5.0,3550.5985,3,4,3,10,Loyal
704,43.0,4.0,3346.7234999999996,5,3,3,11,Loyal
705,155.0,4.0,3977.028,3,3,3,9,Potential
706,2.0,5.0,4393.8949999999995,5,4,3,12,Loyal
708,2.0,7.0,6331.4355000000005,5,5,4,14,Champions
709,670.0,3.0,2647.7760000000003,1,2,2,5,At Risk
710,22.0,4.0,15306.324499999999,5,3,5,13,Champions
711,740.0,1.0,478.173,1,1,1,3,Lost
712,189.0,3.0,2612.545,3,2,2,7,Potential
713,1064.0,1.0,1670.8400000000001,1,1,1,3,Lost
714,11.0,6.0,2623.8239999999996,5,5,2,12,Loyal
715,62.0,4.0,3497.3575,4,3,3,10,Loyal
716,352.0,3.0,3996.5209999999997,2,2,3,7,Potential
717,16.0,5.0,6315.616999999999,5,4,4,13,Champions
718,108.0,3.0,11967.7545,3,2,5,10,Loyal
719,10.0,4.0,5948.418,5,3,4,12,Loyal
720,325.0,3.0,3346.77,2,2,3,7,Potential
721,365.0,3.0,4364.979,2,2,3,7,Potential
722,190.0,5.0,4127.838,3,4,3,10,Loyal
723,42.0,2.0,2171.5665,5,1,2,8,Potential
724,315.0,3.0,1632.192,2,2,1,5,At Risk
725,254.0,2.0,4516.3475,2,1,4,7,Potential
726,23.0,7.0,11910.9435,5,5,5,15,Champions
727,69.0,5.0,7577.7445,4,4,5,13,Champions
728,218.0,2.0,1486.529,2,1,1,4,Lost
729,177.0,7.0,6502.102,3,5,4,12,Loyal
730,16.0,3.0,4399.826,5,2,4,11,Loyal
731,207.0,3.0,3656.3430000000003,2,2,3,7,Potential
732,26.0,3.0,2272.3,5,2,2,9,Potential
733,20.0,6.0,6927.4355,5,5,5,15,Champions
734,43.0,4.0,7310.118,5,3,5,13,Champions
735,1003.0,1.0,2869.9195,1,1,2,4,Lost
736,12.0,5.0,5721.374,5,4,4,13,Champions
737,357.0,3.0,3269.675,2,2,3,7,Potential
738,395.0,1.0,292.173,1,1,1,3,Lost
739,601.0,1.0,1335.13,1,1,1,3,Lost
740,30.0,6.0,4975.264,5,5,4,14,Champions
741,171.0,4.0,5944.159500000001,3,3,4,10,Loyal
742,576.0,3.0,1477.7599999999998,1,2,1,4,Lost
743,184.0,3.0,2002.4699999999998,3,2,2,7,Potential
744,878.0,2.0,958.354,1,1,1,3,Lost
745,62.0,2.0,3904.6939999999995,4,1,3,8,Potential
746,201.0,1.0,61.15,3,1,1,5,At Risk
747,286.0,2.0,3008.6265000000003,2,1,2,5,At Risk
748,351.0,1.0,1781.1249999999998,2,1,1,4,Lost
749,58.0,3.0,2567.6335,4,2,2,8,Potential
750,389.0,3.0,3424.8655,1,2,3,6,At Risk
752,28.0,6.0,4052.5355000000004,5,5,3,13,Champions
753,178.0,5.0,3138.5274999999997,3,4,3,10,Loyal
754,58.0,1.0,441.8725,4,1,1,6,At Risk
755,285.0,2.0,3367.1794999999997,2,1,3,6,At Risk
756,18.0,4.0,3904.8290000000006,5,3,3,11,Loyal
757,365.0,1.0,43.128,2,1,1,4,Lost
758,479.0,4.0,5948.3245,1,3,4,8,Potential
760,90.0,4.0,9364.8305,4,3,5,12,Loyal
761,146.0,7.0,9100.751499999998,3,5,5,13,Champions
762,110.0,6.0,6025.67,3,5,4,12,Loyal
763,122.0,3.0,5827.713,3,2,4,9,Potential
764,210.0,9.0,9186.653500000002,2,5,5,12,Loyal
765,526.0,4.0,1315.05,1,3,1,5,At Risk
766,789.0,1.0,808.165,1,1,1,3,Lost
767,5.0,3.0,3251.2335,5,2,3,10,Loyal
768,317.0,4.0,5073.6945000000005,2,3,4,9,Potential
769,357.0,2.0,2910.645,2,1,2,5,At Risk
770,189.0,2.0,1062.92,3,1,1,5,At Risk
771,90.0,5.0,5699.39,4,4,4,12,Loyal
772,124.0,3.0,4040.5895,3,2,3,8,Potential
773,217.0,6.0,5354.477999999999,2,5,4,11,Loyal
774,252.0,4.0,3839.8705,2,3,3,8,Potential
775,3.0,5.0,4426.596,5,4,4,13,Champions
776,135.0,2.0,1954.0769999999998,3,1,2,6,At Risk
777,401.0,1.0,1678.68,1,1,1,3,Lost
778,223.0,2.0,1415.1580000000001,2,1,1,4,Lost
779,4.0,3.0,11612.7155,5,2,5,12,Loyal
780,447.0,2.0,2987.7929999999997,1,1,2,4,Lost
781,24.0,1.0,972.6129999999999,5,1,1,7,Potential
782,456.0,1.0,1626.828,1,1,1,3,Lost
783,114.0,4.0,4023.364499999999,3,3,3,9,Potential
785,719.0,2.0,23181.300000000003,1,1,5,7,Potential
786,123.0,5.0,5937.02,3,4,4,11,Loyal
787,3.0,6.0,18442.481500000005,5,5,5,15,Champions
788,68.0,3.0,3888.21,4,2,3,9,Potential
789,218.0,4.0,7609.507999999999,2,3,5,10,Loyal
790,160.0,4.0,4277.0425000000005,3,3,3,9,Potential
791,287.0,3.0,4672.159000000001,2,2,4,8,Potential
792,342.0,5.0,6415.4580000000005,2,4,4,10,Loyal
793,255.0,7.0,7312.032499999999,2,5,5,12,Loyal
794,31.0,3.0,4017.2905,5,2,3,10,Loyal
795,183.0,5.0,5105.290500000001,3,4,4,11,Loyal
796,152.0,3.0,2824.1780000000003,3,2,2,7,Potential
797,50.0,7.0,40511.6725,4,5,5,14,Champions
798,255.0,4.0,3667.4580000000005,2,3,3,8,Potential
799,226.0,4.0,2285.5874999999996,2,3,2,7,Potential
800,161.0,4.0,4725.191000000001,3,3,4,10,Loyal
801,310.0,1.0,2112.1655,2,1,2,5,At Risk
802,93.0,2.0,1522.9385,4,1,1,6,At Risk
803,66.0,2.0,2249.1569999999997,4,1,2,7,Potential
804,4.0,3.0,4913.702000000001,5,2,4,11,Loyal
805,21.0,4.0,36454.7905,5,3,5,13,Champions
806,630.0,2.0,1979.9415,1,1,2,4,Lost
807,107.0,4.0,6791.433999999999,3,3,5,11,Loyal
808,543.0,2.0,1879.12,1,1,2,4,Lost
809,113.0,3.0,2572.972,3,2,2,7,Potential
810,62.0,5.0,3104.837,4,4,3,11,Loyal
811,162.0,5.0,5583.8324999999995,3,4,4,11,Loyal
812,190.0,3.0,5329.838000000001,3,2,4,9,Potential
813,178.0,4.0,6425.172,3,3,4,10,Loyal
814,267.0,3.0,1667.1215,2,2,1,5,At Risk
815,584.0,2.0,5888.971500000001,1,1,4,6,At Risk
816,441.0,7.0,6978.832,1,5,5,11,Loyal
817,27.0,8.0,5532.6205,5,5,4,14,Champions
818,67.0,2.0,6677.316000000001,4,1,5,10,Loyal
819,3.0,3.0,2578.627,5,2,2,9,Potential
820,153.0,3.0,6718.404500000001,3,2,5,10,Loyal
821,44.0,3.0,4056.09,5,2,3,10,Loyal
822,63.0,4.0,3848.4145,4,3,3,10,Loyal
823,247.0,1.0,218.79,2,1,1,4,Lost
824,383.0,6.0,5856.2005,1,5,4,10,Loyal
825,464.0,2.0,635.398,1,1,1,3,Lost
826,24.0,3.0,5421.3195,5,2,4,11,Loyal
827,5.0,1.0,221.98,5,1,1,7,Potential
828,372.0,3.0,1506.96,1,2,1,4,Lost
829,5.0,7.0,5616.6759999999995,5,5,4,14,Champions
830,8.0,4.0,3564.258,5,3,3,11,Loyal
831,602.0,2.0,1169.025,1,1,1,3,Lost
832,14.0,4.0,2212.9649999999997,5,3,2,10,Loyal
833,525.0,3.0,2532.941,1,2,2,5,At Risk
834,341.0,2.0,2944.7400000000002,2,1,2,5,At Risk
835,66.0,5.0,37055.8875,4,4,5,13,Champions
837,156.0,6.0,8695.095,3,5,5,13,Champions
838,224.0,6.0,6847.109500000001,2,5,5,12,Loyal
839,277.0,4.0,4570.548500000001,2,3,4,9,Potential
840,223.0,1.0,1477.682,2,1,1,4,Lost
841,460.0,3.0,1296.703,1,2,1,4,Lost
842,224.0,2.0,2688.9900000000002,2,1,2,5,At Risk
843,45.0,3.0,4111.62,5,2,3,10,Loyal
844,347.0,3.0,2631.88,2,2,2,6,At Risk
845,356.0,3.0,4326.684,2,2,3,7,Potential
846,711.0,2.0,773.1395,1,1,1,3,Lost
847,469.0,2.0,2077.3360000000002,1,1,2,4,Lost
848,2.0,2.0,4244.627,5,1,3,9,Potential
849,353.0,3.0,3697.4245,2,2,3,7,Potential
850,237.0,1.0,1040.43,2,1,1,4,Lost
851,116.0,3.0,829.1670000000001,3,2,1,6,At Risk
852,151.0,6.0,2893.5699999999997,3,5,2,10,Loyal
853,115.0,4.0,6024.042,3,3,4,10,Loyal
854,619.0,2.0,821.95,1,1,1,3,Lost
855,297.0,4.0,6404.4175,2,3,4,9,Potential
856,10.0,7.0,11474.526499999998,5,5,5,15,Champions
857,43.0,2.0,1857.3055,5,1,2,8,Potential
858,301.0,3.0,579.656,2,2,1,5,At Risk
859,745.0,3.0,4757.4605,1,2,4,7,Potential
860,284.0,2.0,3552.424,2,1,3,6,At Risk
861,16.0,6.0,9459.979500000001,5,5,5,15,Champions
862,207.0,6.0,8046.197500000001,2,5,5,12,Loyal
863,571.0,3.0,1561.6985,1,2,1,4,Lost
864,103.0,5.0,4819.9075,4,4,4,12,Loyal
865,108.0,2.0,1492.6499999999999,3,1,1,5,At Risk
866,503.0,5.0,8219.423999999999,1,4,5,10,Loyal
867,771.0,1.0,580.091,1,1,1,3,Lost
868,254.0,5.0,7352.4884999999995,2,4,5,11,Loyal
869,89.0,4.0,4071.1725000000006,4,3,3,10,Loyal
870,159.0,3.0,2069.756,3,2,2,7,Potential
871,82.0,4.0,4025.1719999999996,4,3,3,10,Loyal
872,310.0,6.0,9455.1475,2,5,5,12,Loyal
873,441.0,3.0,2138.412,1,2,2,5,At Risk
874,175.0,2.0,2414.714,3,1,2,6,At Risk
875,50.0,4.0,4179.6485,4,3,3,10,Loyal
876,50.0,4.0,20248.9915,4,3,5,12,Loyal
877,252.0,2.0,2287.5620000000004,2,1,2,5,At Risk
878,429.0,4.0,2598.7039999999997,1,3,2,6,At Risk
880,164.0,6.0,4515.989,3,5,4,12,Loyal
881,26.0,5.0,2715.221,5,4,2,11,Loyal
882,54.0,7.0,6557.143500000001,4,5,4,13,Champions
883,100.0,5.0,16996.212000000003,4,4,5,13,Champions
884,62.0,5.0,2990.3595000000005,4,4,2,10,Loyal
885,406.0,4.0,20045.657499999998,1,3,5,9,Potential
886,632.0,2.0,187.332,1,1,1,3,Lost
887,44.0,4.0,6717.109,5,3,5,13,Champions
888,1.0,5.0,4573.8655,5,4,4,13,Champions
889,9.0,7.0,5489.5325,5,5,4,14,Champions
890,118.0,8.0,16933.3375,3,5,5,13,Champions
891,61.0,5.0,8766.7495,4,4,5,13,Champions
892,207.0,4.0,3540.7139999999995,2,3,3,8,Potential
894,382.0,1.0,754.14,1,1,1,3,Lost
895,22.0,4.0,4319.1695,5,3,3,11,Loyal
896,8.0,2.0,2676.7795,5,1,2,8,Potential
897,201.0,9.0,8810.416499999998,3,5,5,13,Champions
898,159.0,11.0,11379.710500000001,3,5,5,13,Champions
899,51.0,4.0,5164.9275,4,3,4,11,Loyal
900,86.0,2.0,1464.554,4,1,1,6,At Risk
901,166.0,4.0,3295.959,3,3,3,9,Potential
902,479.0,1.0,970.97,1,1,1,3,Lost
903,129.0,3.0,872.8815000000001,3,2,1,6,At Risk
904,521.0,5.0,3636.567,1,4,3,8,Potential
905,687.0,1.0,1218.33,1,1,1,3,Lost
906,33.0,7.0,15414.196499999998,5,5,5,15,Champions
907,169.0,3.0,1150.7115,3,2,1,6,At Risk
908,107.0,5.0,5710.990499999999,3,4,4,11,Loyal
909,14.0,3.0,4243.8685,5,2,3,10,Loyal
910,520.0,1.0,842.51,1,1,1,3,Lost
911,77.0,2.0,2101.373,4,1,2,7,Potential
912,50.0,6.0,7091.763500000001,4,5,5,14,Champions
913,95.0,5.0,5722.555,4,4,4,12,Loyal
914,209.0,2.0,1424.2475000000002,2,1,1,4,Lost
915,156.0,6.0,6879.0105,3,5,5,13,Champions
916,63.0,8.0,17720.327,4,5,5,14,Champions
917,500.0,3.0,37396.18,1,2,5,8,Potential
918,437.0,3.0,4962.088,1,2,4,7,Potential
919,330.0,3.0,4151.539,2,2,3,7,Potential
920,31.0,5.0,9244.487500000003,5,4,5,14,Champions
921,16.0,8.0,6806.5315,5,5,5,15,Champions
922,263.0,4.0,3507.9610000000002,2,3,3,8,Potential
923,99.0,3.0,3963.971,4,2,3,9,Potential
924,163.0,3.0,3062.3514999999998,3,2,2,7,Potential
925,40.0,4.0,3990.5690000000004,5,3,3,11,Loyal
926,196.0,3.0,2124.0335000000005,3,2,2,7,Potential
927,38.0,3.0,1816.0645,5,2,2,9,Potential
928,82.0,3.0,4082.0705,4,2,3,9,Potential
929,357.0,2.0,648.675,2,1,1,4,Lost
930,301.0,5.0,8350.85,2,4,5,11,Loyal
931,158.0,3.0,2604.4205,3,2,2,7,Potential
932,45.0,2.0,2390.0139999999997,5,1,2,8,Potential
933,188.0,5.0,7009.046999999999,3,4,5,12,Loyal
934,431.0,3.0,1857.9089999999999,1,2,2,5,At Risk
935,296.0,2.0,2030.9025000000001,2,1,2,5,At Risk
936,34.0,2.0,526.292,5,1,1,7,Potential
937,216.0,3.0,2927.07,2,2,2,6,At Risk
938,115.0,4.0,5940.283,3,3,4,10,Loyal
940,755.0,2.0,1108.5594999999998,1,1,1,3,Lost
941,101.0,3.0,1545.5220000000002,4,2,1,7,Potential
943,158.0,6.0,7328.818000000001,3,5,5,13,Champions
944,144.0,1.0,467.51,3,1,1,5,At Risk
945,81.0,5.0,7411.364,4,4,5,13,Champions
946,510.0,4.0,4023.7855,1,3,3,7,Potential
947,934.0,1.0,268.3385,1,1,1,3,Lost
948,234.0,4.0,4071.6814999999997,2,3,3,8,Potential
949,72.0,6.0,8357.050500000001,4,5,5,14,Champions
950,229.0,3.0,2314.1405000000004,2,2,2,6,At Risk
951,356.0,2.0,1943.51,2,1,2,5,At Risk
952,308.0,6.0,7202.407499999999,2,5,5,12,Loyal
953,118.0,7.0,9419.8525,3,5,5,13,Champions
954,45.0,1.0,2799.53,5,1,2,8,Potential
955,332.0,3.0,5222.4025,2,2,4,8,Potential
956,97.0,7.0,14088.9665,4,5,5,14,Champions
957,1.0,3.0,3923.5660000000007,5,2,3,10,Loyal
958,129.0,2.0,4331.507,3,1,3,7,Potential
959,164.0,4.0,4519.387000000001,3,3,4,10,Loyal
960,279.0,5.0,7983.501,2,4,5,11,Loyal
961,56.0,3.0,2823.421,4,2,2,8,Potential
962,149.0,1.0,620.483,3,1,1,5,At Risk
963,19.0,3.0,3358.7200000000003,5,2,3,10,Loyal
964,207.0,3.0,4554.344,2,2,4,8,Potential
965,365.0,4.0,3998.077,2,3,3,8,Potential
966,189.0,5.0,2986.679,3,4,2,9,Potential
967,354.0,3.0,4519.8925,2,2,4,8,Potential
968,73.0,3.0,1734.8670000000002,4,2,1,7,Potential
969,295.0,6.0,5070.47,2,5,4,11,Loyal
970,18.0,5.0,4603.298,5,4,4,13,Champions
971,89.0,9.0,31688.4655,4,5,5,14,Champions
972,84.0,5.0,4535.4664999999995,4,4,4,12,Loyal
973,261.0,2.0,1578.2640000000001,2,1,1,4,Lost
974,172.0,6.0,7438.836000000001,3,5,5,13,Champions
975,212.0,2.0,2604.119,2,1,2,5,At Risk
976,236.0,3.0,31646.038,2,2,5,9,Potential
977,58.0,6.0,6600.911499999999,4,5,4,13,Champions
978,97.0,4.0,5038.5019999999995,4,3,4,11,Loyal
979,83.0,3.0,3523.5775000000003,4,2,3,9,Potential
980,141.0,3.0,1783.443,3,2,2,7,Potential
981,137.0,7.0,7945.6215,3,5,5,13,Champions
982,331.0,4.0,6748.234,2,3,5,10,Loyal
983,324.0,2.0,841.0225,2,1,1,4,Lost
984,277.0,3.0,4163.6885,2,2,3,7,Potential
985,10.0,3.0,3395.73,5,2,3,10,Loyal
986,80.0,3.0,4469.348,4,2,4,10,Loyal
987,26.0,3.0,4323.907,5,2,3,10,Loyal
988,197.0,4.0,39292.66649999999,3,3,5,11,Loyal
989,46.0,2.0,13605.612,4,1,5,10,Loyal
990,632.0,3.0,5104.951,1,2,4,7,Potential
